,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-21,9.607500076293945,9.625,9.59000015258789,9.609999656677246,9.609999656677246,253776.0,0.0,0.0,,complete_observed_hourly_session
