,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-24,9.53499984741211,9.552499771118164,9.5,9.505000114440918,9.505000114440918,217436.0,0.0,0.0,,complete_observed_hourly_session
