,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,V9 Source
2026-09-24,62.65,6280.0,6228.3369140625,62.354208984375,62.354208984375,156795.0,0.0,0.0,complete_observed_hourly_session
