,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-23,146.5399932861328,146.75999450683594,145.97999572753906,146.0399932861328,146.0399932861328,230480.0,0.0,0.0,,complete_observed_hourly_session
