,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-22,145.83999633789062,146.4600067138672,145.5800018310547,146.24000549316406,146.24000549316406,280941.0,0.0,0.0,,complete_observed_hourly_session
