,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-21,144.55999755859375,145.4199981689453,144.5,145.3329315185547,145.3329315185547,271635.0,0.0,0.0,,complete_observed_hourly_session
