,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-22,9.597200393676758,9.640000343322754,9.587499618530273,9.592499732971191,9.592499732971191,685692.0,0.0,0.0,,complete_observed_hourly_session
