,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-23,9.617500305175781,9.619999885559082,9.532500267028809,9.53499984741211,9.53499984741211,135175.0,0.0,0.0,,complete_observed_hourly_session
