,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,V9 Source
2026-09-24,145.3000030517578,146.0,144.89999389648438,145.27999877929688,145.27999877929688,231468.0,0.0,0.0,,complete_observed_hourly_session
