,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,V9 Source
2026-09-22,62.64,6309.52001953125,6243.412109375,62.980000000000004,62.980000000000004,264782.0,0.0,0.0,complete_observed_hourly_session
